path,sentence,up_votes,down_votes,age,gender,accent
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210492.mp3,Ukenda nyita name nje.,4,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210494.mp3,Sisi sote tunamtegemea Mungu.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210555.mp3,Nazi zote zinsoza,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210591.mp3,Yana nipisie viazi vya Nazi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210592.mp3,Harusi ya mwanawe n'kesho kutwa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210594.mp3,Taja majina yako,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210633.mp3,Na vanave?,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210635.mp3,Kiosa kisahani kwa sabani ya Omo kitatoka uchafu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210637.mp3,Aringa kweli kweli,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210640.mp3,Padhiya dhake ni ndhuri nyanyi takwenda kuninunulia nami?,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210695.mp3,Watoto wadigi waogeleya maji mangi,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210717.mp3,Mwanamke n'jiko,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210722.mp3,Vamakonde huveshwa yakuchi kubikia n'durenge.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210761.mp3,Twewasamehe wote waliotukosa,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210793.mp3,ankonda mpaka shingo inamtoka,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210795.mp3,Nyumba ile kuna jibwa mlangoni,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210839.mp3,Vavuvi huchumia kiovo kutomea isi,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210841.mp3,Auza barafu,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210881.mp3,Usikose kuvaa kamisi ndani a mwili vako,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210957.mp3,"""Kuchia mbegu, amechia mbegu mwaka huu.""",2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210961.mp3,Suta nlyango kuingia ndani,6,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210963.mp3,Ibini ni kuku ambae ndo andaa kuvika.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210964.mp3,Hevye mwimba,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210965.mp3,Tangu apate ajali goti halishi kumuuma,5,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210983.mp3,Yalipachikana maboya yakiweyaweya baharini,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32210984.mp3,Lavya mashuka yako yote.,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211001.mp3,Nchu ambae hueya vanyama,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211005.mp3,Kanga samaki wote.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211047.mp3,Ninamaanisha usije kabisa,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211050.mp3,Ukulima wa chanu a makaa husababisha uharibifu wa madhingira,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211071.mp3,Mama anapungiza kipimo cha chakula,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211075.mp3,Chamacha ankebe inaladha nduri.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211079.mp3,Linda sana moyo wako.,3,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211081.mp3,Mende wamejaa jikoni,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211096.mp3,Serikali ilitumia fedha nyingi katika mradi wa maji.,8,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211103.mp3,Vumbi linakwelyuka,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211139.mp3,Mboni ingi langu lindovoaa.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211140.mp3,Mwananke ni ule aivao kupika chakula kwa udhuri.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211142.mp3,Mtanzania ametengeneza gari aina ya STZ,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211246.mp3,Asha kanashindana hananyamaza.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211250.mp3,Kumbuka uyosema,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211306.mp3,Kufuli piya inao funguo chachu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211308.mp3,Alimpeka mwanae kw Shehe ili asomewe rukia ili apache kufaulu masomoni,3,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211309.mp3,Awadhi wadhifa wake ni mkubwa kazini kwao,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211330.mp3,Mwivi kankiri kosa,3,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211358.mp3,Mbuzi kankunwa maji yote,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211359.mp3,Mtuzi hauna chumvi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211361.mp3,Tunchanga pesa za kununulia gari,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211362.mp3,Fagia uwanja kwa kutumia ufyagio.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211421.mp3,Chumbo la kudhaa huvava mno halina mfano,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211425.mp3,"""Jali, kujali""",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211427.mp3,Chapachi ni mbiti ukiva hudhisukumi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211462.mp3,Panga lile lina n'tha kali.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211464.mp3,Kuva iva na mvuvi japo isi asikupe.,5,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_32211588.mp3,"""Tamam, ntafurahi kunipa""",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27787210.mp3,Inasemekana ya kwamba mwishoni aliona nuru ya ndani baada ya kumaliza kikombe cha divai.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27787214.mp3,Ikawa jimbo la Kiroma.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27787218.mp3,Iko katika Mji Mkongwe.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798437.mp3,Lengo lake ni siku moja kufanya kazi Umoja wa Mataifa.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798438.mp3,"Parokia hii ipo katika wilaya ya Bukoba Vijijini mkoani Kagera, Kaskazini Magharibi mwa Tanzania.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798439.mp3,Rangi yake ni kama maji au kahawia.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798440.mp3,Ilikuwa pia kitovu cha elimu na biashara.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798460.mp3,Dini yao ni Uislamu.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798461.mp3,Orodha ya nchi kufuatana na wakazi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798463.mp3,Mawasiliano yalikuwa magumu kutokana na ukosefu wa barabara.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798464.mp3,Yeye pia ni profesa wa Elimu ya Hisabati.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27798465.mp3,Hasa katika kutetea haki ya usawa wa elimu.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27918131.mp3,"Hata hivyo waliamua kuongeza neno ""New"" katika jina hilo.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27918132.mp3,"Michoro hii inaonyesha picha za watu, wanyama na uwindaji.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27944937.mp3,Kutokana na matokeo yake ramani ya kwanza ilitokea.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_27944938.mp3,Ni sehemu ya Bonde la Ufa la Afrika ya Mashariki.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118770.mp3,Hivyo aliweka msingi wa hisabati ya kisasa.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118771.mp3,Mto huu upo magharibi mwa mji huu.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118772.mp3,Ukubwa wa kitanda hutofautiana.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118773.mp3,Ni mji mkubwa wa nane nchini Uhindi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118775.mp3,Kundinyota ni idadi ya nyota zinazoonekana karibu kwenye anga ya usiku.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118834.mp3,"Mifano yake ni magazeti, redio, televisheni au intaneti.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118835.mp3,"Hapo neno jipya ""gereza"" lilikuwa na maana ya ""boma, ngome"".",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118836.mp3,Kristo amekuwa Bwana na anaendelea kueneza ufalme wake.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118837.mp3,"Badala yake, kuna waziri wa sheria, tofauti na mwanasheria mkuu wa serikali.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118839.mp3,Hivyo idadi ya wananchi Wayahudi wa Israeli iliongezeka sana.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118916.mp3,Kamusi hiyo inapatikana kwa njia ya tovuti yake.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118917.mp3,Meno yake ni ya aina mbalimbali kutokana na matumizi yake.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118919.mp3,Mpaka hii leo huduma hii inaendelea.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118921.mp3,Aliyemfuata kama Tenno ni mwana wake Go-Uda.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118923.mp3,Hata hivyo maambukizi mengine yanaweza kupunguza hatari.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118941.mp3,Nchi hiyo iko kwenye upande wa kusini wa Rasi ya Balkani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118942.mp3,Makao makuu ya wilaya yako Korogwe mjini.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118943.mp3,Hii ilisababisha kuporomoka kwa uchumi na kuongezeka kwa viwango vya umaskini.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118944.mp3,"Ni njia ya haraka ya usafiri kushinda usafiri kama barabara, reli au meli.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118945.mp3,Ulimi wake ni mgumu sababu mlo wa twiga huhusisha miiba pia.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118961.mp3,Hutokea sana kwa wanawake ikilinganishwa na kwa wanaume.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118962.mp3,Sasa ni kampuni maarufu zaidi katika biashara ya ushindani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118963.mp3,"Hata hivyo, lugha imekaribia kutoweka kabisa hivi karibuni.",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118964.mp3,Utiifu ni muhimu katika dini mbalimbali.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28118965.mp3,Uko pembeni ya Barabara ya Ziwa Moi Kusini.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28119002.mp3,kila dakika chache.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28119003.mp3,Wakazi ni raia wa Ufaransa.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28119004.mp3,"Anafahamika zaidi kwa jina la ""Baby"".",2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28119005.mp3,Alama yake ilikuwa msalaba.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28119006.mp3,Hutokea pia katika hisabati.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28136288.mp3,Kuna tofauti kuhusu ya namna ya kutaja nchi za Amerika ya Kilatini.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28136289.mp3,Nyakati za mwanzo na mwisho wa usiku hutofautiana kati ya mahali na mahali duniani.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28136290.mp3,Hii ni kabla ya soko la filamu la Marekani na India.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28136291.mp3,Mwaka uleule akahamia Roma ili kusoma Sheria na Falsafa kwa wakati mmoja.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28136292.mp3,Unga wa nafaka hutumiwa kwa vyakula vingi.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28245338.mp3,Aliuawa kwa amri ya Hitler.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28245340.mp3,Ni pia nyota angavu ya nne kwenye anga la usiku.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28245341.mp3,Lugha yao ni aina ya Kituruki.,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28245343.mp3,Wakati mwingine huchukuliwa kama aina ya utambuzi wa matibabu.,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28245346.mp3,Jumla ni kinyume cha utoaji.,2,0,,,
